TaskID,TaskName,Type,Importance,Duration,DayOfWeek,StartTime,EndTime,UserID,PreferredTime
ktfTgBTstWNVBxnr89sV,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
1893,Buy stationery,Personal,Very Important,45,Sunday,12:45,13:30,user1,Afternoon
1729,Clean the kitchen,Personal,Normal,30,Monday,20:45,21:15,user1,Evening
2400,Water the plants,Personal,Normal,30,Thursday,9:00,9:30,user1,Morning
320,Listen to podcast,Personal,Normal,30,Saturday,20:30,21:00,user1,Evening
186,Clean the living room,Personal,Normal,30,Wednesday,10:00,10:30,user1,Morning
2977,Code review session,Work,Very Important,45,Tuesday,12:15,13:00,user1,Afternoon
1247,Plan for the new week,Work,Important,45,Friday,8:15,8:00,user1,Morning
2391,Solve math problems,Education,Very Important,45,Tuesday,18:00,18:45,user1,Evening
955,Family dinner,Personal,Important,90,Friday,19:00,20:30,user1,Evening
1203,Exercise,Personal,Less Important,45,Wednesday,6:30,7:15,user1,Morning
385,Reading,Personal,Very Important,104,Monday,15:00,16:44,user1,Afternoon
138,Research healthy recipes,Personal,Normal,60,Tuesday,11:00,12:00,user1,Morning
2383,Organize closet,Personal,Normal,45,Tuesday,12:00,12:45,user1,Afternoon
2211,Listen to music,Personal,Less Important,60,Sunday,20:00,21:00,user1,Evening
2331,Project sync-up,Work,Important,60,Friday,12:30,13:30,user1,Afternoon
3003,Watch YouTube,Personal,Less Important,30,Saturday,20:15,20:45,user1,Evening
934,Watch a movie,Personal,Less Important,120,Saturday,21:15,23:15,user1,Evening
1066,Watch TV,Personal,Normal,60,Monday,20:00,21:00,user1,Evening
1981,Get a haircut,Personal,Very Important,60,Thursday,15:15,16:15,user1,Afternoon
287,Take a power nap,Personal,Less Important,20,Thursday,14:00,14:20,user1,Afternoon
1751,Watch a livestream,Personal,Less Important,60,Monday,19:00,20:00,user1,Evening
1980,Hang out at a cafe,Personal,Less Important,30,Wednesday,16:15,16:45,user1,Afternoon
142,Walk a pet,Personal,Normal,30,Saturday,8:00,8:30,user1,Morning
1006,Create a new recipe,Personal,Normal,90,Friday,18:00,19:30,user1,Evening
3240,Read research paper,Education,Important,45,Monday,15:30,16:15,user1,Afternoon
535,Repair things,Personal,Normal,60,Sunday,15:00,16:00,user1,Afternoon
705,Take a long walk,Personal,Less Important,45,Thursday,7:30,8:15,user1,Morning
2839,Yoga session,Personal,Normal,60,Friday,7:00,8:00,user1,Morning
1535,Work group meeting,Work,Very Important,60,Sunday,11:15,12:15,user1,Morning
399,Meeting,Work,Normal,95,Monday,23:00,0:35,user1,Evening
468,Meditate,Personal,Less Important,10,Monday,21:40,21:50,user1,Evening
296,Go to a fitness class,Personal,Normal,60,Saturday,19:00,20:00,user1,Evening
939,Listen to podcast,Personal,Normal,30,Thursday,20:45,21:15,user1,Evening
2528,Hang out at a cafe,Personal,Less Important,60,Monday,17:15,18:15,user1,Afternoon
2022,Practice a new language,Education,Important,30,Wednesday,8:30,9:00,user1,Morning
370,Grocery Shopping,Personal,Important,35,Sunday,21:00,21:35,user1,Evening
541,Play outdoor sports,Personal,Normal,90,Sunday,16:00,17:30,user1,Afternoon
1131,Go to bed early,Personal,Very Important,60,Sunday,23:30,24:30:00,user1,Evening
1799,Take a deep breath,Personal,Normal,5,Tuesday,8:40,8:45,user1,Morning
728,Write a short story,Personal,Normal,90,Saturday,19:00,20:30,user1,Evening
2497,Test new software features,Work,Very Important,30,Sunday,14:15,14:45,user1,Afternoon
2487,Write short story,Personal,Normal,60,Sunday,15:15,16:15,user1,Afternoon
1624,Organize workspace,Work,Important,60,Tuesday,13:00,14:00,user1,Afternoon
2954,Paint a picture,Personal,Normal,30,Tuesday,15:00,15:30,user1,Afternoon
3144,Write a poem,Personal,Normal,45,Tuesday,16:45,17:30,user1,Afternoon
733,Visit a museum,Personal,Normal,120,Thursday,10:00,12:00,user1,Morning
567,Take a nap,Personal,Less Important,20,Monday,13:00,13:20,user1,Afternoon
835,Repair things,Personal,Normal,60,Sunday,15:00,16:00,user1,Afternoon
2292,Take notes from an eBook,Education,Important,45,Monday,11:45,12:30,user1,Morning
1075,Respond to customer queries,Work,Normal,30,Monday,11:00,11:30,user1,Morning
2291,Design a presentation,Work,Very Important,30,Sunday,9:45,10:15,user1,Morning
2549,Solve math problems,Education,Very Important,60,Saturday,13:45,14:45,user1,Afternoon
2913,Watch YouTube,Personal,Less Important,30,Monday,22:15,22:45,user1,Evening
591,Plan a trip,Personal,Important,90,Thursday,14:00,15:30,user1,Afternoon
2591,Write short story,Personal,Normal,45,Sunday,14:30,15:15,user1,Afternoon
2006,Paint a picture,Personal,Normal,60,Friday,15:30,16:30,user1,Afternoon
3208,Wash dishes,Personal,Normal,30,Tuesday,17:00,17:30,user1,Afternoon
3254,Solve math problems,Education,Very Important,45,Sunday,14:15,15:00,user1,Afternoon
1207,Teamwork,Work,Very Important,120,Sunday,14:00,16:00,user1,Afternoon
1945,Test new software features,Work,Very Important,30,Thursday,14:30,15:00,user1,Afternoon
2445,Complete a coding challenge,Education,Important,45,Wednesday,14:30,15:15,user1,Afternoon
1697,Pack lunch,Personal,Normal,15,Thursday,7:30,7:45,user1,Morning
1393,Reply to personal messages,Personal,Normal,15,Wednesday,19:30,19:45,user1,Evening
2957,Coffee with a friend,Personal,Less Important,45,Thursday,15:00,15:45,user1,Afternoon
2154,Project sync-up,Work,Important,30,Monday,9:00,9:30,user1,Morning
2381,Write report,Work,Very Important,45,Tuesday,11:45,12:30,user1,Morning
2999,Do the laundry,Personal,Normal,30,Sunday,17:15,17:45,user1,Afternoon
2637,Jogging,Personal,Normal,60,Tuesday,7:15,8:15,user1,Morning
726,Plan a team outing,Work,Important,60,Thursday,17:00,18:00,user1,Afternoon
2105,Design a presentation,Work,Very Important,60,Friday,9:00,10:00,user1,Morning
103,Prepare slides for a presentation,Work,Important,90,Tuesday,9:00,10:30,user1,Morning
1545,Hang out with friends,Personal,Normal,120,Wednesday,18:15,20:15,user1,Evening
lzLzslhsms4OCqmFwEya,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
2690,Respond to work emails,Work,Very Important,30,Monday,9:15,9:45,user1,Morning
190,Take a nap,Personal,Less Important,30,Wednesday,16:30,17:00,user1,Afternoon
2983,Design a presentation,Work,Very Important,60,Thursday,12:30,13:30,user1,Afternoon
2042,Swimming,Personal,Normal,45,Thursday,6:30,7:15,user1,Morning
513,Watch a movie,Personal,Normal,120,Thursday,20:00,22:00,user1,Evening
1708,Do housework,Personal,Normal,45,Thursday,18:00,18:45,user1,Evening
1297,Grocery Shopping,Personal,Important,101,Saturday,9:00,10:41,user1,Morning
3203,Write report,Work,Very Important,30,Monday,11:30,12:00,user1,Morning
2564,Write short story,Personal,Normal,30,Tuesday,11:15,11:45,user1,Morning
1954,Call family,Personal,Less Important,60,Wednesday,20:30,21:30,user1,Evening
28,Jogging,Personal,Less Important,30,Sunday,7:45,8:15,user1,Morning
3103,Buy stationery,Personal,Very Important,45,Saturday,15:15,16:00,user1,Afternoon
512,Take a shower,Personal,Normal,20,Wednesday,13:30,13:50,user1,Afternoon
2477,Write a poem,Personal,Normal,30,Wednesday,11:30,12:00,user1,Morning
1973,Watch a movie,Personal,Less Important,30,Friday,21:30,22:00,user1,Evening
2213,Read a technical article,Education,Important,45,Sunday,19:15,20:00,user1,Evening
2335,Read a book,Education,Very Important,60,Tuesday,15:45,16:45,user1,Afternoon
1031,Morning stretch,Personal,Less Important,15,Tuesday,6:30,6:45,user1,Morning
3091,Take online quiz,Education,Very Important,60,Monday,13:15,14:15,user1,Afternoon
1606,Create a new recipe,Personal,Normal,90,Friday,18:00,19:30,user1,Evening
400,Take an online quiz,Education,Normal,30,Monday,17:30,18:00,user1,Afternoon
665,Writing,Personal,Very Important,79,Tuesday,2:00,3:19,user1,Evening
1609,Clean out old files,Work,Normal,60,Monday,16:30,17:30,user1,Afternoon
719,Online fitness class,Personal,Less Important,45,Thursday,18:30,19:15,user1,Evening
2232,Drop off donation,Personal,Very Important,30,Saturday,11:00,11:30,user1,Morning
1809,Clean the bathroom,Personal,Normal,30,Wednesday,9:45,10:15,user1,Morning
1191,Plan a trip,Personal,Important,90,Thursday,14:00,15:30,user1,Afternoon
603,Exercise,Personal,Less Important,45,Wednesday,6:30,7:15,user1,Morning
75,Grocery Shopping,Work,Very Important,43,Friday,7:00,7:43,user1,Morning
1958,Get a haircut,Personal,Very Important,30,Wednesday,13:45,14:15,user1,Afternoon
mm75zXrhE8eMsZ4eENP9,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
1330,Learn a new language,Education,Important,60,Monday,20:00,21:00,user1,Evening
381,Yoga,Personal,Less Important,87,Thursday,21:00,22:27,user1,Evening
2102,Listen to music,Personal,Less Important,45,Saturday,18:00,18:45,user1,Evening
765,Wash dishes,Personal,Normal,15,Monday,19:30,19:45,user1,Evening
129,Practice a musical instrument,Personal,Normal,60,Sunday,17:30,18:30,user1,Afternoon
1414,Listen to music,Personal,Less Important,30,Friday,13:50,14:20,user1,Afternoon
212,Take a shower,Personal,Normal,20,Wednesday,13:30,13:50,user1,Afternoon
2068,Listen to music,Personal,Less Important,30,Monday,18:00,18:30,user1,Evening
1408,Do housework,Personal,Normal,45,Thursday,18:00,18:45,user1,Evening
942,Exercise,Personal,Less Important,45,Sunday,6:45,7:30,user1,Morning
1460,Check weather,Personal,Less Important,5,Monday,6:00,6:05,user1,Morning
1368,Meditate,Personal,Less Important,10,Monday,21:40,21:50,user1,Evening
2873,Plan weekend gathering,Personal,Less Important,30,Sunday,17:00,17:30,user1,Afternoon
2021,Stretching session,Personal,Normal,45,Thursday,7:45,8:30,user1,Morning
511,Rest,Personal,Less Important,30,Tuesday,13:00,13:30,user1,Afternoon
2098,Vacuum the floor,Personal,Normal,45,Wednesday,10:00,10:45,user1,Morning
261,Organize desk,Work,Normal,15,Tuesday,8:30,8:45,user1,Morning
3290,Test new software features,Work,Very Important,45,Saturday,13:15,14:00,user1,Afternoon
2146,Attend a birthday party,Personal,Less Important,45,Friday,17:30,18:15,user1,Afternoon
1854,Watch a stand-up comedy,Personal,Less Important,60,Friday,21:45,22:45,user1,Evening
1285,Reading,Personal,Very Important,104,Monday,15:00,16:44,user1,Afternoon
349,Cooking,Personal,Normal,60,Sunday,12:15,13:15,user1,Afternoon
1631,Morning stretch,Personal,Less Important,15,Tuesday,6:30,6:45,user1,Morning
2065,Visit the bank,Personal,Very Important,45,Thursday,11:15,12:00,user1,Morning
1674,Grocery shopping,Personal,Normal,60,Sunday,10:00,11:00,user1,Morning
903,Exercise,Personal,Less Important,45,Wednesday,6:30,7:15,user1,Morning
479,Clean the kitchen,Personal,Normal,30,Tuesday,17:00,17:30,user1,Afternoon
1261,Grocery Shopping,Personal,Very Important,15,Friday,22:00,22:15,user1,Evening
1482,Do a puzzle,Personal,Less Important,30,Saturday,16:30,17:00,user1,Afternoon
1,Meeting with client,Work,Very Important,60,Monday,9:00,10:00,user1,Morning
2032,Write short story,Personal,Normal,60,Thursday,11:15,12:15,user1,Morning
1440,Work in a team,Work,Very Important,120,Saturday,10:30,12:30,user1,Morning
2334,Drop off donation,Personal,Very Important,45,Sunday,11:15,12:00,user1,Morning
1251,Meditation,Personal,Normal,20,Monday,6:00,6:20,user1,Morning
2518,Pick up package,Personal,Very Important,60,Monday,14:30,15:30,user1,Afternoon
3043,Wash dishes,Personal,Normal,60,Monday,12:15,13:15,user1,Afternoon
1864,Coffee with a friend,Personal,Less Important,30,Wednesday,15:45,16:15,user1,Afternoon
153,Go to work,Work,Very Important,60,Monday,8:30,9:30,user1,Morning
2281,Attend a birthday party,Personal,Less Important,45,Tuesday,18:00,18:45,user1,Evening
322,Exercise,Personal,Less Important,45,Monday,6:45,7:30,user1,Morning
2104,Swimming,Personal,Normal,30,Thursday,8:45,9:15,user1,Morning
3090,Read comics,Personal,Less Important,30,Sunday,19:30,20:00,user1,Evening
1528,Jogging,Personal,Less Important,30,Sunday,7:45,8:15,user1,Morning
392,Grocery Shopping,Work,Very Important,41,Monday,14:00,14:41,user1,Afternoon
146,Plan a creative project,Personal,Normal,60,Wednesday,18:00,19:00,user1,Evening
2200,Product demo with client,Work,Important,30,Sunday,14:15,14:45,user1,Afternoon
2357,Get a haircut,Personal,Very Important,30,Friday,15:30,16:00,user1,Afternoon
1879,Attend a birthday party,Personal,Less Important,45,Wednesday,19:15,20:00,user1,Evening
1071,Water the plants,Personal,Normal,10,Saturday,7:30,7:40,user1,Morning
2519,Clean the kitchen,Personal,Normal,30,Wednesday,18:45,19:15,user1,Evening
560,Check weather,Personal,Less Important,5,Monday,6:00,6:05,user1,Morning
2884,Mail documents,Personal,Very Important,60,Tuesday,16:15,17:15,user1,Afternoon
2314,Do the laundry,Personal,Normal,45,Thursday,14:45,15:30,user1,Afternoon
2136,Read a technical article,Education,Important,45,Wednesday,10:45,11:30,user1,Morning
1596,Meeting,Personal,Less Important,51,Friday,21:00,21:51,user1,Evening
62,Meeting,Personal,Important,61,Saturday,6:00,7:01,user1,Morning
580,Go for a bike ride,Personal,Less Important,30,Thursday,17:00,17:30,user1,Afternoon
2239,Jogging,Personal,Normal,60,Sunday,5:30,6:30,user1,Morning
2503,Drop off donation,Personal,Very Important,60,Friday,16:45,17:45,user1,Afternoon
788,Call a colleague for a quick check-in,Work,Normal,10,Wednesday,14:00,14:10,user1,Afternoon
323,Write report,Work,Important,90,Tuesday,10:45,12:15,user1,Morning
nbgdfAOeQr8ZZChRUJLb,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
1115,Go for a walk,Personal,Normal,30,Monday,14:20,14:50,user1,Afternoon
2806,Reply to messages,Personal,Less Important,30,Thursday,20:15,20:45,user1,Evening
1574,Email Responses,Personal,Normal,83,Thursday,23:00,0:23,user1,Evening
715,Watch a TED Talk,Education,Normal,30,Sunday,19:00,19:30,user1,Evening
782,Check work updates,Work,Normal,20,Tuesday,20:00,20:20,user1,Evening
111,Morning journaling,Personal,Normal,30,Wednesday,6:30,7:00,user1,Morning
639,Listen to podcast,Personal,Normal,30,Thursday,20:45,21:15,user1,Evening
2964,Product demo with client,Work,Important,60,Sunday,12:45,13:45,user1,Afternoon
3082,Practice a new language,Education,Important,45,Thursday,18:45,19:30,user1,Evening
1931,Record a song,Personal,Normal,45,Tuesday,19:00,19:45,user1,Evening
965,Writing,Personal,Very Important,79,Tuesday,2:00,3:19,user1,Evening
1646,Plan a creative project,Personal,Normal,60,Wednesday,18:00,19:00,user1,Evening
652,Team brainstorming session,Work,Very Important,90,Tuesday,10:00,11:30,user1,Morning
1417,Read a book,Personal,Normal,60,Monday,22:00,23:00,user1,Evening
139,Weekly team sync-up,Work,Very Important,60,Wednesday,15:00,16:00,user1,Afternoon
2189,Get a haircut,Personal,Very Important,60,Sunday,16:00,17:00,user1,Afternoon
1130,Tidy up the house,Personal,Normal,30,Monday,21:15,21:45,user1,Evening
571,Clear notifications,Personal,Less Important,5,Friday,15:40,15:45,user1,Afternoon
2351,Play guitar,Personal,Normal,45,Wednesday,17:15,18:00,user1,Afternoon
2567,Evening walk,Personal,Normal,45,Saturday,18:45,19:30,user1,Evening
2562,Swimming,Personal,Normal,45,Saturday,7:45,8:30,user1,Morning
3174,Vacuum the floor,Personal,Normal,45,Saturday,11:00,11:45,user1,Morning
1489,Meet new people,Social,Normal,60,Tuesday,15:00,16:00,user1,Afternoon
3056,Mail documents,Personal,Very Important,60,Monday,16:00,17:00,user1,Afternoon
2067,Clean the bathroom,Personal,Normal,60,Sunday,17:15,18:15,user1,Afternoon
2795,Read a book,Education,Very Important,30,Tuesday,16:00,16:30,user1,Afternoon
210,Have lunch,Personal,Normal,60,Thursday,12:00,13:00,user1,Afternoon
2849,Jogging,Personal,Normal,45,Saturday,5:30,6:15,user1,Morning
1052,Check social media,Personal,Normal,15,Monday,8:15,8:30,user1,Morning
2523,Solve math problems,Education,Very Important,45,Friday,10:00,10:45,user1,Morning
3259,Reply to messages,Personal,Less Important,60,Friday,20:45,21:45,user1,Evening
2807,Watch a movie,Personal,Less Important,45,Tuesday,18:15,19:00,user1,Evening
3218,Plan weekend gathering,Personal,Less Important,45,Wednesday,15:15,16:00,user1,Afternoon
462,Do the laundry,Personal,Normal,30,Monday,14:30,15:00,user1,Afternoon
2513,Practice a new language,Education,Important,30,Thursday,9:15,9:45,user1,Morning
2312,Write a poem,Personal,Normal,45,Saturday,13:00,13:45,user1,Afternoon
2779,Write a blog post,Personal,Normal,60,Sunday,17:00,18:00,user1,Afternoon
2909,Yoga session,Personal,Normal,45,Sunday,6:45,7:30,user1,Morning
1953,Swimming,Personal,Normal,45,Friday,8:00,8:45,user1,Morning
2265,Chat with neighbors,Personal,Less Important,30,Monday,17:15,17:45,user1,Afternoon
341,Go to the supermarket,Personal,Normal,30,Saturday,16:15,16:45,user1,Afternoon
1837,Client discussion,Work,Important,30,Thursday,11:30,12:00,user1,Morning
978,Grocery Shopping,Work,Very Important,65,Monday,18:00,19:05,user1,Evening
2324,Summarize a chapter,Education,Very Important,30,Thursday,13:45,14:15,user1,Afternoon
7,Teamwork,Work,Very Important,120,Sunday,14:00,16:00,user1,Afternoon
2470,Hang out at a cafe,Personal,Less Important,30,Sunday,15:45,16:15,user1,Afternoon
78,Grocery Shopping,Work,Very Important,65,Monday,18:00,19:05,user1,Evening
849,Shop online,Personal,Normal,60,Saturday,12:00,13:00,user1,Afternoon
1358,Have lunch,Personal,Normal,45,Monday,12:15,13:00,user1,Afternoon
259,Make lunch,Personal,Normal,30,Sunday,12:00,12:30,user1,Afternoon
464,Eat dinner,Personal,Normal,30,Monday,18:45,19:15,user1,Evening
1476,Write to-do list,Work,Normal,10,Sunday,8:45,8:55,user1,Morning
1827,Weekly team briefing,Work,Important,45,Sunday,9:45,10:30,user1,Morning
oRMRUx158dwqUeBjxxlC,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
1062,Do the laundry,Personal,Normal,30,Monday,14:30,15:00,user1,Afternoon
1844,Get a haircut,Personal,Very Important,30,Friday,16:15,16:45,user1,Afternoon
1711,Rest,Personal,Less Important,30,Tuesday,13:00,13:30,user1,Afternoon
1197,Write a poem,Personal,Less Important,30,Sunday,18:30,19:00,user1,Evening
1254,Online workshop,Education,Important,120,Thursday,15:00,17:00,user1,Afternoon
984,Email Responses,Personal,Less Important,23,Sunday,16:00,16:23,user1,Afternoon
350,Learn programming,Education,Very Important,90,Monday,19:15,20:45,user1,Evening
1136,Take photos,Personal,Less Important,30,Sunday,17:00,17:30,user1,Afternoon
3209,Watch YouTube,Personal,Less Important,30,Tuesday,22:30,23:00,user1,Evening
1053,Go to work,Work,Very Important,60,Monday,8:30,9:30,user1,Morning
1505,Read a book,Personal,Normal,60,Friday,20:00,21:00,user1,Evening
894,Have a meeting,Work,Very Important,60,Thursday,9:00,10:00,user1,Morning
1571,Writing,Work,Less Important,70,Monday,18:00,19:10,user1,Evening
2062,Buy stationery,Personal,Very Important,45,Friday,15:30,16:15,user1,Afternoon
622,Exercise,Personal,Less Important,45,Monday,6:45,7:30,user1,Morning
1350,Take a shower,Personal,Normal,20,Monday,7:05,7:25,user1,Morning
1665,Wash dishes,Personal,Normal,15,Monday,19:30,19:45,user1,Evening
2255,Coffee with a friend,Personal,Less Important,30,Friday,16:30,17:00,user1,Afternoon
2003,Water the plants,Personal,Normal,30,Tuesday,9:45,10:15,user1,Morning
1446,Attend a seminar,Education,Very Important,120,Thursday,9:00,11:00,user1,Morning
oi1VREsp5fSREtoUnDbk,laundry,Personal,Normal,30,Monday,14:35,15:05,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Afternoon
1186,Organize photos,Personal,Less Important,30,Wednesday,14:00,14:30,user1,Afternoon
2785,Online course session,Education,Important,60,Thursday,11:45,12:45,user1,Morning
3034,Chat with neighbors,Personal,Less Important,30,Thursday,19:30,20:00,user1,Evening
2782,Drop off donation,Personal,Very Important,45,Monday,10:00,10:45,user1,Morning
1903,Record a song,Personal,Normal,30,Wednesday,20:15,20:45,user1,Evening
897,Write a poem,Personal,Less Important,30,Sunday,18:30,19:00,user1,Evening
2446,Write a summary of today's learnings,Education,Very Important,30,Sunday,17:15,17:45,user1,Afternoon
118,Organize a photo album,Personal,Normal,60,Wednesday,20:00,21:00,user1,Evening
784,Have a cup of tea,Personal,Normal,15,Wednesday,7:00,7:15,user1,Morning
714,Weekend getaway planning,Personal,Normal,90,Saturday,15:00,16:30,user1,Afternoon
1790,Attend a webinar,Education,Important,60,Wednesday,19:00,20:00,user1,Evening
231,Go to bed early,Personal,Very Important,60,Sunday,23:30,24:30:00,user1,Evening
1890,Online course session,Education,Important,45,Monday,12:45,13:30,user1,Afternoon
3262,Clean the kitchen,Personal,Normal,30,Saturday,9:00,9:30,user1,Morning
1364,Eat dinner,Personal,Normal,30,Monday,18:45,19:15,user1,Evening
2992,Buy stationery,Personal,Very Important,60,Tuesday,12:00,13:00,user1,Afternoon
519,Send a message,Personal,Less Important,10,Monday,23:20,23:30,user1,Evening
2903,Attend a birthday party,Personal,Less Important,60,Monday,19:00,20:00,user1,Evening
oxf5CTKS9z1u62Y4IQ4d,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
821,Organize work,Work,Important,60,Sunday,10:30,11:30,user1,Morning
1228,Jogging,Personal,Less Important,30,Sunday,7:45,8:15,user1,Morning
1759,Make lunch,Personal,Normal,30,Sunday,12:00,12:30,user1,Afternoon
2538,Mop the floor,Personal,Normal,30,Saturday,15:45,16:15,user1,Afternoon
1745,Do homework,Education,Important,60,Wednesday,18:00,19:00,user1,Evening
1989,Read comics,Personal,Less Important,30,Thursday,21:15,21:45,user1,Evening
1578,Grocery Shopping,Work,Very Important,65,Monday,18:00,19:05,user1,Evening
866,Do laundry,Personal,Normal,60,Sunday,15:00,16:00,user1,Afternoon
1074,Grocery shopping,Personal,Normal,60,Sunday,10:00,11:00,user1,Morning
3207,Sketch a design,Personal,Normal,45,Monday,17:45,18:30,user1,Afternoon
1369,Read the news,Personal,Normal,20,Tuesday,7:00,7:20,user1,Morning
2901,Dinner with friends,Personal,Less Important,60,Saturday,19:00,20:00,user1,Evening
1027,Attend a yoga retreat,Personal,Important,120,Friday,8:00,10:00,user1,Morning
2776,Watch online tutorial,Education,Important,45,Tuesday,16:30,17:15,user1,Afternoon
332,Check email,Work,Normal,15,Thursday,8:00,9:15,user1,Morning
1742,Attend a party,Social,Less Important,180,Saturday,18:30,21:30,user1,Evening
1439,Play with pets,Personal,Normal,30,Saturday,14:50,15:20,user1,Afternoon
1823,Practice a new language,Education,Important,30,Thursday,17:30,18:00,user1,Afternoon
1339,Weekly team sync-up,Work,Very Important,60,Wednesday,15:00,16:00,user1,Afternoon
774,Grocery shopping,Personal,Normal,60,Sunday,10:00,11:00,user1,Morning
pLuRYrT7Ec7EZc8ijLbQ,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
1739,Play with pets,Personal,Normal,30,Saturday,14:50,15:20,user1,Afternoon
2386,Prepare budget report,Work,Very Important,30,Tuesday,12:30,13:00,user1,Afternoon
1521,Go to the supermarket,Personal,Normal,30,Sunday,16:15,16:45,user1,Afternoon
1541,Go to the supermarket,Personal,Normal,30,Saturday,16:15,16:45,user1,Afternoon
1987,Create flashcards for revision,Education,Very Important,30,Saturday,13:00,13:30,user1,Afternoon
pQwDBQQbOxVLnHig8rBQ,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
2077,Watch online tutorial,Education,Important,45,Friday,16:15,17:00,user1,Afternoon
2875,Clean the kitchen,Personal,Normal,60,Thursday,12:15,13:15,user1,Afternoon
102,Attend a seminar on technology trends,Education,Very Important,120,Monday,14:00,16:00,user1,Afternoon
98,Grocery Shopping,Personal,Important,50,Sunday,1:00,1:50,user1,Evening
1485,Set alarms,Personal,Normal,5,Tuesday,22:30,22:35,user1,Evening
167,Take a walk after dinner,Personal,Less Important,20,Monday,21:15,21:35,user1,Evening
209,Cook,Personal,Normal,60,Thursday,18:45,19:45,user1,Evening
670,Grocery Shopping,Personal,Important,35,Sunday,21:00,21:35,user1,Evening
pZz9R5g9VZl2pAst93l2,visit family,Personal,Normal,120,Sunday,14:00,16:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Afternoon
1858,Plan weekend gathering,Personal,Less Important,45,Friday,17:30,18:15,user1,Afternoon
2636,One-on-one with supervisor,Work,Important,45,Tuesday,11:45,12:30,user1,Morning
676,Reading,Personal,Normal,64,Saturday,10:00,11:04,user1,Morning
2889,Stretching session,Personal,Normal,30,Monday,7:45,8:15,user1,Morning
863,Walk to the bus stop,Personal,Normal,10,Thursday,7:30,7:40,user1,Morning
536,Take photos,Personal,Less Important,30,Sunday,17:00,17:30,user1,Afternoon
3127,Team meeting,Work,Important,60,Tuesday,14:45,15:45,user1,Afternoon
3239,Team meeting,Work,Important,60,Saturday,10:00,11:00,user1,Morning
1415,Go for a walk,Personal,Normal,30,Monday,14:20,14:50,user1,Afternoon
2866,Watch online tutorial,Education,Important,30,Monday,15:15,15:45,user1,Afternoon
1409,Cook,Personal,Normal,60,Thursday,18:45,19:45,user1,Evening
1497,Write a poem,Personal,Less Important,30,Sunday,18:30,19:00,user1,Evening
1303,Prepare slides for a presentation,Work,Important,90,Tuesday,9:00,10:30,user1,Morning
387,Writing,Work,Important,18,Wednesday,9:00,9:18,user1,Morning
2667,Make a scrapbook,Personal,Normal,30,Thursday,17:15,17:45,user1,Afternoon
810,Have lunch,Personal,Normal,60,Thursday,12:00,13:00,user1,Afternoon
1095,Do some light stretching,Personal,Normal,10,Thursday,6:30,6:40,user1,Morning
182,Check work updates,Work,Normal,20,Tuesday,20:00,20:20,user1,Evening
644,Read a book,Personal,Normal,60,Tuesday,20:15,21:15,user1,Evening
1593,Coding Session,Personal,Very Important,108,Tuesday,7:00,8:48,user1,Morning
pruzvz3yA5llfrJXCiwG,baking,Personal,Less Important,60,Monday,20:00,21:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
1877,Online course session,Education,Important,45,Tuesday,15:00,15:45,user1,Afternoon
1664,Eat dinner,Personal,Normal,30,Monday,18:45,19:15,user1,Evening
590,Attend a webinar,Education,Important,60,Wednesday,19:00,20:00,user1,Evening
158,Have lunch,Personal,Normal,45,Monday,12:15,13:00,user1,Afternoon
2,Go to the supermarket,Personal,Normal,30,Tuesday,16:00,16:30,user1,Afternoon
1889,Coffee with a friend,Personal,Less Important,30,Friday,17:15,17:45,user1,Afternoon
545,Do homework,Education,Important,60,Wednesday,18:00,19:00,user1,Evening
2668,Cross-department alignment,Work,Important,45,Wednesday,13:00,13:45,user1,Afternoon
1911,Visit pharmacy,Personal,Very Important,60,Sunday,10:00,11:00,user1,Morning
2498,Do the laundry,Personal,Normal,45,Friday,16:15,17:00,user1,Afternoon
2902,Read a technical article,Education,Important,60,Thursday,14:30,15:30,user1,Afternoon
1465,Buy groceries,Personal,Normal,60,Saturday,10:00,11:00,user1,Morning
2106,Online course session,Education,Important,45,Wednesday,18:15,19:00,user1,Evening
1490,Attend a webinar,Education,Important,60,Wednesday,19:00,20:00,user1,Evening
2937,Coffee with a friend,Personal,Less Important,60,Monday,17:30,18:30,user1,Afternoon
2057,Write report,Work,Very Important,30,Monday,10:30,11:00,user1,Morning
