TaskID,TaskName,Type,Importance,Duration,DayOfWeek,StartTime,EndTime,UserID
512,Take a shower,Personal,Normal,20,Wednesday,13:30,13:50,user1
2477,Write a poem,Personal,Normal,30,Wednesday,11:30,12:00,user1
1973,Watch a movie,Personal,Less Important,30,Friday,21:30,22:00,user1
2213,Read a technical article,Education,Important,45,Sunday,19:15,20:00,user1
2335,Read a book,Education,More Important,60,Tuesday,15:45,16:45,user1
1031,Morning stretch,Personal,Less Important,15,Tuesday,6:30,6:45,user1
3091,Take online quiz,Education,More Important,60,Monday,13:15,14:15,user1
1606,Create a new recipe,Personal,Normal,90,Friday,18:00,19:30,user1
400,Take an online quiz,Education,Normal,30,Monday,17:30,18:00,user1
665,Writing,Personal,Very Important,79,Tuesday,2:00,3:19,user1
1609,Clean out old files,Work,Normal,60,Monday,16:30,17:30,user1
719,Online fitness class,Personal,Less Important,45,Thursday,18:30,19:15,user1
2232,Drop off donation,Personal,More Important,30,Saturday,11:00,11:30,user1
1809,Clean the bathroom,Personal,Normal,30,Wednesday,9:45,10:15,user1
1191,Plan a trip,Personal,Important,90,Thursday,14:00,15:30,user1
603,Exercise,Personal,Less Important,45,Wednesday,6:30,7:15,user1
75,Grocery Shopping,Work,Very Important,43,Friday,7:00,7:43,user1
1958,Get a haircut,Personal,More Important,30,Wednesday,13:45,14:15,user1
mm75zXrhE8eMsZ4eENP9,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32
1330,Learn a new language,Education,Important,60,Monday,20:00,21:00,user1
381,Yoga,Personal,Less Important,87,Thursday,21:00,22:27,user1
2102,Listen to music,Personal,Less Important,45,Saturday,18:00,18:45,user1
765,Wash dishes,Personal,Normal,15,Monday,19:30,19:45,user1
129,Practice a musical instrument,Personal,Normal,60,Sunday,17:30,18:30,user1
1414,Listen to music,Personal,Less Important,30,Friday,13:50,14:20,user1
212,Take a shower,Personal,Normal,20,Wednesday,13:30,13:50,user1
2068,Listen to music,Personal,Less Important,30,Monday,18:00,18:30,user1
1408,Do housework,Personal,Normal,45,Thursday,18:00,18:45,user1
942,Exercise,Personal,Less Important,45,Sunday,6:45,7:30,user1
1460,Check weather,Personal,Less Important,5,Monday,6:00,6:05,user1
1368,Meditate,Personal,Less Important,10,Monday,21:40,21:50,user1
2873,Plan weekend gathering,Personal,Less Important,30,Sunday,17:00,17:30,user1
2021,Stretching session,Personal,Normal,45,Thursday,7:45,8:30,user1
511,Rest,Personal,Less Important,30,Tuesday,13:00,13:30,user1
2098,Vacuum the floor,Personal,Normal,45,Wednesday,10:00,10:45,user1
261,Organize desk,Work,Normal,15,Tuesday,8:30,8:45,user1
3290,Test new software features,Work,More Important,45,Saturday,13:15,14:00,user1
2146,Attend a birthday party,Personal,Less Important,45,Friday,17:30,18:15,user1
1854,Watch a stand-up comedy,Personal,Less Important,60,Friday,21:45,22:45,user1
1285,Reading,Personal,Very Important,104,Monday,15:00,16:44,user1
349,Cooking,Personal,Normal,60,Sunday,12:15,13:15,user1
1631,Morning stretch,Personal,Less Important,15,Tuesday,6:30,6:45,user1
2065,Visit the bank,Personal,More Important,45,Thursday,11:15,12:00,user1
1674,Grocery shopping,Personal,Normal,60,Sunday,10:00,11:00,user1
903,Exercise,Personal,Less Important,45,Wednesday,6:30,7:15,user1
479,Clean the kitchen,Personal,Normal,30,Tuesday,17:00,17:30,user1
1261,Grocery Shopping,Personal,Very Important,15,Friday,22:00,22:15,user1
1482,Do a puzzle,Personal,Less Important,30,Saturday,16:30,17:00,user1
1,Meeting with client,Work,Very Important,60,Monday,9:00,10:00,user1
2032,Write short story,Personal,Normal,60,Thursday,11:15,12:15,user1
1440,Work in a team,Work,Very Important,120,Saturday,10:30,12:30,user1
2334,Drop off donation,Personal,More Important,45,Sunday,11:15,12:00,user1
1251,Meditation,Personal,Normal,20,Monday,6:00,6:20,user1
2518,Pick up package,Personal,More Important,60,Monday,14:30,15:30,user1
3043,Wash dishes,Personal,Normal,60,Monday,12:15,13:15,user1
1864,Coffee with a friend,Personal,Less Important,30,Wednesday,15:45,16:15,user1
153,Go to work,Work,Very Important,60,Monday,8:30,9:30,user1
2281,Attend a birthday party,Personal,Less Important,45,Tuesday,18:00,18:45,user1
322,Exercise,Personal,Less Important,45,Monday,6:45,7:30,user1
2104,Swimming,Personal,Normal,30,Thursday,8:45,9:15,user1
3090,Read comics,Personal,Less Important,30,Sunday,19:30,20:00,user1
1528,Jogging,Personal,Less Important,30,Sunday,7:45,8:15,user1
392,Grocery Shopping,Work,Very Important,41,Monday,14:00,14:41,user1
146,Plan a creative project,Personal,Normal,60,Wednesday,18:00,19:00,user1
2200,Product demo with client,Work,Important,30,Sunday,14:15,14:45,user1
2357,Get a haircut,Personal,More Important,30,Friday,15:30,16:00,user1
1879,Attend a birthday party,Personal,Less Important,45,Wednesday,19:15,20:00,user1
1071,Water the plants,Personal,Normal,10,Saturday,7:30,7:40,user1
2519,Clean the kitchen,Personal,Normal,30,Wednesday,18:45,19:15,user1
560,Check weather,Personal,Less Important,5,Monday,6:00,6:05,user1
2884,Mail documents,Personal,More Important,60,Tuesday,16:15,17:15,user1
2314,Do the laundry,Personal,Normal,45,Thursday,14:45,15:30,user1
2136,Read a technical article,Education,Important,45,Wednesday,10:45,11:30,user1
1596,Meeting,Personal,Less Important,51,Friday,21:00,21:51,user1
62,Meeting,Personal,Important,61,Saturday,6:00,7:01,user1
580,Go for a bike ride,Personal,Less Important,30,Thursday,17:00,17:30,user1
2239,Jogging,Personal,Normal,60,Sunday,5:30,6:30,user1
2503,Drop off donation,Personal,More Important,60,Friday,16:45,17:45,user1
788,Call a colleague for a quick check-in,Work,Normal,10,Wednesday,14:00,14:10,user1
323,Write report,Work,Important,90,Tuesday,10:45,12:15,user1
nbgdfAOeQr8ZZChRUJLb,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32
1115,Go for a walk,Personal,Normal,30,Monday,14:20,14:50,user1
2806,Reply to messages,Personal,Less Important,30,Thursday,20:15,20:45,user1
1574,Email Responses,Personal,Normal,83,Thursday,23:00,0:23,user1
715,Watch a TED Talk,Education,Normal,30,Sunday,19:00,19:30,user1
782,Check work updates,Work,Normal,20,Tuesday,20:00,20:20,user1
111,Morning journaling,Personal,Normal,30,Wednesday,6:30,7:00,user1
639,Listen to podcast,Personal,Normal,30,Thursday,20:45,21:15,user1
2964,Product demo with client,Work,Important,60,Sunday,12:45,13:45,user1
3082,Practice a new language,Education,Important,45,Thursday,18:45,19:30,user1
1931,Record a song,Personal,Normal,45,Tuesday,19:00,19:45,user1
965,Writing,Personal,Very Important,79,Tuesday,2:00,3:19,user1
1646,Plan a creative project,Personal,Normal,60,Wednesday,18:00,19:00,user1
652,Team brainstorming session,Work,Very Important,90,Tuesday,10:00,11:30,user1
1417,Read a book,Personal,Normal,60,Monday,22:00,23:00,user1
139,Weekly team sync-up,Work,Very Important,60,Wednesday,15:00,16:00,user1
2189,Get a haircut,Personal,More Important,60,Sunday,16:00,17:00,user1
1130,Tidy up the house,Personal,Normal,30,Monday,21:15,21:45,user1
571,Clear notifications,Personal,Less Important,5,Friday,15:40,15:45,user1
2351,Play guitar,Personal,Normal,45,Wednesday,17:15,18:00,user1
2567,Evening walk,Personal,Normal,45,Saturday,18:45,19:30,user1
2562,Swimming,Personal,Normal,45,Saturday,7:45,8:30,user1
3174,Vacuum the floor,Personal,Normal,45,Saturday,11:00,11:45,user1
1489,Meet new people,Social,Normal,60,Tuesday,15:00,16:00,user1
3056,Mail documents,Personal,More Important,60,Monday,16:00,17:00,user1
2067,Clean the bathroom,Personal,Normal,60,Sunday,17:15,18:15,user1
2795,Read a book,Education,More Important,30,Tuesday,16:00,16:30,user1
210,Have lunch,Personal,Normal,60,Thursday,12:00,13:00,user1
2849,Jogging,Personal,Normal,45,Saturday,5:30,6:15,user1
1052,Check social media,Personal,Normal,15,Monday,8:15,8:30,user1
2523,Solve math problems,Education,More Important,45,Friday,10:00,10:45,user1
3259,Reply to messages,Personal,Less Important,60,Friday,20:45,21:45,user1
2807,Watch a movie,Personal,Less Important,45,Tuesday,18:15,19:00,user1
3218,Plan weekend gathering,Personal,Less Important,45,Wednesday,15:15,16:00,user1
462,Do the laundry,Personal,Normal,30,Monday,14:30,15:00,user1
2513,Practice a new language,Education,Important,30,Thursday,9:15,9:45,user1
2312,Write a poem,Personal,Normal,45,Saturday,13:00,13:45,user1
2779,Write a blog post,Personal,Normal,60,Sunday,17:00,18:00,user1
2909,Yoga session,Personal,Normal,45,Sunday,6:45,7:30,user1
1953,Swimming,Personal,Normal,45,Friday,8:00,8:45,user1
2265,Chat with neighbors,Personal,Less Important,30,Monday,17:15,17:45,user1
341,Go to the supermarket,Personal,Normal,30,Saturday,16:15,16:45,user1
1837,Client discussion,Work,Important,30,Thursday,11:30,12:00,user1
978,Grocery Shopping,Work,Very Important,65,Monday,18:00,19:05,user1
2324,Summarize a chapter,Education,More Important,30,Thursday,13:45,14:15,user1
7,Teamwork,Work,Very Important,120,Sunday,14:00,16:00,user1
2470,Hang out at a cafe,Personal,Less Important,30,Sunday,15:45,16:15,user1
78,Grocery Shopping,Work,Very Important,65,Monday,18:00,19:05,user1
849,Shop online,Personal,Normal,60,Saturday,12:00,13:00,user1
1358,Have lunch,Personal,Normal,45,Monday,12:15,13:00,user1
259,Make lunch,Personal,Normal,30,Sunday,12:00,12:30,user1
464,Eat dinner,Personal,Normal,30,Monday,18:45,19:15,user1
1476,Write to-do list,Work,Normal,10,Sunday,8:45,8:55,user1
1827,Weekly team briefing,Work,Important,45,Sunday,9:45,10:30,user1
oRMRUx158dwqUeBjxxlC,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32
1062,Do the laundry,Personal,Normal,30,Monday,14:30,15:00,user1
1844,Get a haircut,Personal,More Important,30,Friday,16:15,16:45,user1
1711,Rest,Personal,Less Important,30,Tuesday,13:00,13:30,user1
1197,Write a poem,Personal,Less Important,30,Sunday,18:30,19:00,user1
1254,Online workshop,Education,Important,120,Thursday,15:00,17:00,user1
984,Email Responses,Personal,Less Important,23,Sunday,16:00,16:23,user1
350,Learn programming,Education,Very Important,90,Monday,19:15,20:45,user1
1136,Take photos,Personal,Less Important,30,Sunday,17:00,17:30,user1
3209,Watch YouTube,Personal,Less Important,30,Tuesday,22:30,23:00,user1
1053,Go to work,Work,Very Important,60,Monday,8:30,9:30,user1
1505,Read a book,Personal,Normal,60,Friday,20:00,21:00,user1
894,Have a meeting,Work,Very Important,60,Thursday,9:00,10:00,user1
1571,Writing,Work,Less Important,70,Monday,18:00,19:10,user1
2062,Buy stationery,Personal,More Important,45,Friday,15:30,16:15,user1
622,Exercise,Personal,Less Important,45,Monday,6:45,7:30,user1
1350,Take a shower,Personal,Normal,20,Monday,7:05,7:25,user1
1665,Wash dishes,Personal,Normal,15,Monday,19:30,19:45,user1
2255,Coffee with a friend,Personal,Less Important,30,Friday,16:30,17:00,user1
2003,Water the plants,Personal,Normal,30,Tuesday,9:45,10:15,user1
1446,Attend a seminar,Education,Very Important,120,Thursday,9:00,11:00,user1
oi1VREsp5fSREtoUnDbk,laundry,Personal,Normal,30,Monday,14:35,15:05,AcggWN6cpMNmEhlgSKPVUc1Ylq32
1186,Organize photos,Personal,Less Important,30,Wednesday,14:00,14:30,user1
2785,Online course session,Education,Important,60,Thursday,11:45,12:45,user1
3034,Chat with neighbors,Personal,Less Important,30,Thursday,19:30,20:00,user1
2782,Drop off donation,Personal,More Important,45,Monday,10:00,10:45,user1
1903,Record a song,Personal,Normal,30,Wednesday,20:15,20:45,user1
897,Write a poem,Personal,Less Important,30,Sunday,18:30,19:00,user1
2446,Write a summary of today's learnings,Education,More Important,30,Sunday,17:15,17:45,user1
118,Organize a photo album,Personal,Normal,60,Wednesday,20:00,21:00,user1
784,Have a cup of tea,Personal,Normal,15,Wednesday,7:00,7:15,user1
714,Weekend getaway planning,Personal,Normal,90,Saturday,15:00,16:30,user1
1790,Attend a webinar,Education,Important,60,Wednesday,19:00,20:00,user1
231,Go to bed early,Personal,Very Important,60,Sunday,23:30,24:30:00,user1
1890,Online course session,Education,Important,45,Monday,12:45,13:30,user1
3262,Clean the kitchen,Personal,Normal,30,Saturday,9:00,9:30,user1
1364,Eat dinner,Personal,Normal,30,Monday,18:45,19:15,user1
2992,Buy stationery,Personal,More Important,60,Tuesday,12:00,13:00,user1
519,Send a message,Personal,Less Important,10,Monday,23:20,23:30,user1
2903,Attend a birthday party,Personal,Less Important,60,Monday,19:00,20:00,user1
oxf5CTKS9z1u62Y4IQ4d,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32
821,Organize work,Work,Important,60,Sunday,10:30,11:30,user1
1228,Jogging,Personal,Less Important,30,Sunday,7:45,8:15,user1
1759,Make lunch,Personal,Normal,30,Sunday,12:00,12:30,user1
2538,Mop the floor,Personal,Normal,30,Saturday,15:45,16:15,user1
1745,Do homework,Education,Important,60,Wednesday,18:00,19:00,user1
1989,Read comics,Personal,Less Important,30,Thursday,21:15,21:45,user1
1578,Grocery Shopping,Work,Very Important,65,Monday,18:00,19:05,user1
866,Do laundry,Personal,Normal,60,Sunday,15:00,16:00,user1
1074,Grocery shopping,Personal,Normal,60,Sunday,10:00,11:00,user1
3207,Sketch a design,Personal,Normal,45,Monday,17:45,18:30,user1
1369,Read the news,Personal,Normal,20,Tuesday,7:00,7:20,user1
2901,Dinner with friends,Personal,Less Important,60,Saturday,19:00,20:00,user1
1027,Attend a yoga retreat,Personal,Important,120,Friday,8:00,10:00,user1
2776,Watch online tutorial,Education,Important,45,Tuesday,16:30,17:15,user1
332,Check email,Work,Normal,15,Thursday,8:00,9:15,user1
1742,Attend a party,Social,Less Important,180,Saturday,18:30,21:30,user1
1439,Play with pets,Personal,Normal,30,Saturday,14:50,15:20,user1
1823,Practice a new language,Education,Important,30,Thursday,17:30,18:00,user1
1339,Weekly team sync-up,Work,Very Important,60,Wednesday,15:00,16:00,user1
774,Grocery shopping,Personal,Normal,60,Sunday,10:00,11:00,user1
pLuRYrT7Ec7EZc8ijLbQ,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32
1739,Play with pets,Personal,Normal,30,Saturday,14:50,15:20,user1
2386,Prepare budget report,Work,More Important,30,Tuesday,12:30,13:00,user1
1521,Go to the supermarket,Personal,Normal,30,Sunday,16:15,16:45,user1
1541,Go to the supermarket,Personal,Normal,30,Saturday,16:15,16:45,user1
1987,Create flashcards for revision,Education,More Important,30,Saturday,13:00,13:30,user1
pQwDBQQbOxVLnHig8rBQ,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32
2077,Watch online tutorial,Education,Important,45,Friday,16:15,17:00,user1
2875,Clean the kitchen,Personal,Normal,60,Thursday,12:15,13:15,user1
102,Attend a seminar on technology trends,Education,Very Important,120,Monday,14:00,16:00,user1
98,Grocery Shopping,Personal,Important,50,Sunday,1:00,1:50,user1
1485,Set alarms,Personal,Normal,5,Tuesday,22:30,22:35,user1
167,Take a walk after dinner,Personal,Less Important,20,Monday,21:15,21:35,user1
209,Cook,Personal,Normal,60,Thursday,18:45,19:45,user1
670,Grocery Shopping,Personal,Important,35,Sunday,21:00,21:35,user1
pZz9R5g9VZl2pAst93l2,visit family,Personal,Normal,120,Sunday,14:00,16:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32
1858,Plan weekend gathering,Personal,Less Important,45,Friday,17:30,18:15,user1
2636,One-on-one with supervisor,Work,Important,45,Tuesday,11:45,12:30,user1
676,Reading,Personal,Normal,64,Saturday,10:00,11:04,user1
2889,Stretching session,Personal,Normal,30,Monday,7:45,8:15,user1
863,Walk to the bus stop,Personal,Normal,10,Thursday,7:30,7:40,user1
536,Take photos,Personal,Less Important,30,Sunday,17:00,17:30,user1
3127,Team meeting,Work,Important,60,Tuesday,14:45,15:45,user1
3239,Team meeting,Work,Important,60,Saturday,10:00,11:00,user1
1415,Go for a walk,Personal,Normal,30,Monday,14:20,14:50,user1
2866,Watch online tutorial,Education,Important,30,Monday,15:15,15:45,user1
1409,Cook,Personal,Normal,60,Thursday,18:45,19:45,user1
1497,Write a poem,Personal,Less Important,30,Sunday,18:30,19:00,user1
1303,Prepare slides for a presentation,Work,Important,90,Tuesday,9:00,10:30,user1
387,Writing,Work,Important,18,Wednesday,9:00,9:18,user1
2667,Make a scrapbook,Personal,Normal,30,Thursday,17:15,17:45,user1
810,Have lunch,Personal,Normal,60,Thursday,12:00,13:00,user1
1095,Do some light stretching,Personal,Normal,10,Thursday,6:30,6:40,user1
182,Check work updates,Work,Normal,20,Tuesday,20:00,20:20,user1
644,Read a book,Personal,Normal,60,Tuesday,20:15,21:15,user1
1593,Coding Session,Personal,Very Important,108,Tuesday,7:00,8:48,user1
pruzvz3yA5llfrJXCiwG,baking,Personal,Less Important,60,Monday,20:00,21:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32
1877,Online course session,Education,Important,45,Tuesday,15:00,15:45,user1
1664,Eat dinner,Personal,Normal,30,Monday,18:45,19:15,user1
590,Attend a webinar,Education,Important,60,Wednesday,19:00,20:00,user1
158,Have lunch,Personal,Normal,45,Monday,12:15,13:00,user1
2,Go to the supermarket,Personal,Normal,30,Tuesday,16:00,16:30,user1
1889,Coffee with a friend,Personal,Less Important,30,Friday,17:15,17:45,user1
545,Do homework,Education,Important,60,Wednesday,18:00,19:00,user1
2668,Cross-department alignment,Work,Important,45,Wednesday,13:00,13:45,user1
1911,Visit pharmacy,Personal,More Important,60,Sunday,10:00,11:00,user1
2498,Do the laundry,Personal,Normal,45,Friday,16:15,17:00,user1
2902,Read a technical article,Education,Important,60,Thursday,14:30,15:30,user1
1465,Buy groceries,Personal,Normal,60,Saturday,10:00,11:00,user1
2106,Online course session,Education,Important,45,Wednesday,18:15,19:00,user1
1490,Attend a webinar,Education,Important,60,Wednesday,19:00,20:00,user1
2937,Coffee with a friend,Personal,Less Important,60,Monday,17:30,18:30,user1
2057,Write report,Work,More Important,30,Monday,10:30,11:00,user1
1758,Take vitamins,Personal,Normal,5,Saturday,7:10,7:15,user1
1727,Take care of plants,Personal,Normal,30,Saturday,14:00,14:30,user1
454,Drive to work,Work,Normal,30,Saturday,9:30,10:00,user1
1824,Call family,Personal,Less Important,30,Thursday,20:00,20:30,user1
634,Watch a movie,Personal,Less Important,120,Saturday,21:15,23:15,user1
107,Attend a book club meeting,Personal,Important,90,Saturday,17:00,18:30,user1
2526,Water the plants,Personal,Normal,30,Monday,7:30,8:00,user1
2887,Strategy discussion,Work,Important,60,Sunday,11:00,12:00,user1
2850,Explore new tools,Education,Important,30,Tuesday,10:30,11:00,user1
1524,Read a book,Personal,Normal,60,Wednesday,20:15,21:15,user1
2885,Join an online gaming session,Personal,Less Important,30,Sunday,19:00,19:30,user1
990,Coding Session,Personal,Normal,16,Saturday,16:00,16:16,user1
2051,Call family,Personal,Less Important,60,Saturday,20:15,21:15,user1
1218,Prepare lecture,Work,Important,90,Thursday,13:30,15:00,user1
1144,Go jogging,Personal,Normal,30,Wednesday,6:30,7:00,user1
379,Meeting,Work,Normal,102,Tuesday,11:00,12:42,user1
1794,Have a meeting,Work,Very Important,60,Thursday,9:00,10:00,user1
112,Water the garden,Personal,Less Important,30,Thursday,8:00,8:30,user1
1366,Watch TV,Personal,Normal,60,Monday,20:00,21:00,user1
2916,Drop off donation,Personal,More Important,30,Monday,16:45,17:15,user1
qTuP2MXmgCWXH9QChCwR,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32
qUCBbDgiNzgiincXCpzB,reading,Personal,Normal,80,Wednesday,13:40,15:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32
3162,Wash dishes,Personal,Normal,60,Sunday,14:30,15:30,user1
2688,Evening walk,Personal,Normal,30,Monday,17:00,17:30,user1
qYYzlgj5LH6MNGoBEZaH,listen music,Work,Normal,30,Wednesday,11:20,11:50,AcggWN6cpMNmEhlgSKPVUc1Ylq32
1274,Email Responses,Personal,Normal,83,Thursday,23:00,0:23,user1
qZg1Du8AUB9aNvefSYqz,gig,Personal,Important,240,Thursday,00:00,04:00,sN050kh0JrWdKV54II4PGmeviiW2
2408,Create flashcards for revision,Education,More Important,60,Tuesday,9:30,10:30,user1
1658,Have lunch,Personal,Normal,45,Monday,12:15,13:00,user1
2372,Dinner with friends,Personal,Less Important,60,Friday,18:45,19:45,user1
2009,Watch a movie,Personal,Less Important,30,Sunday,19:30,20:00,user1
qla8yX3tHxqTfkLArUtr,pack lunch,Personal,Normal,15,Thursday,07:30,07:45,AcggWN6cpMNmEhlgSKPVUc1Ylq32
1561,Grocery Shopping,Personal,Very Important,15,Friday,22:00,22:15,user1
106,Create a new recipe,Personal,Normal,90,Friday,18:00,19:30,user1
196,Take a morning walk,Personal,Normal,20,Thursday,7:00,7:20,user1
2043,Renew ID card,Personal,More Important,60,Wednesday,9:15,10:15,user1
2791,Swimming,Personal,Normal,45,Thursday,8:30,9:15,user1
998,Grocery Shopping,Personal,Important,50,Sunday,1:00,1:50,user1
1558,Yoga,Work,Very Important,46,Tuesday,19:00,19:46,user1
1069,Read the news,Personal,Normal,20,Tuesday,7:00,7:20,user1
1265,Writing,Personal,Very Important,79,Tuesday,2:00,3:19,user1
qpfBHo1FjblbUes7fCNL,cooking,Personal,Normal,60,Thursday,12:30,13:30,AcggWN6cpMNmEhlgSKPVUc1Ylq32
2218,Organize closet,Personal,Normal,30,Friday,16:45,17:15,user1
2706,Sketch a design,Personal,Normal,45,Sunday,14:00,14:45,user1
2321,Do the laundry,Personal,Normal,60,Sunday,10:15,11:15,user1
2311,Evening gym workout,Personal,Normal,45,Monday,17:15,18:00,user1
309,Jogging,Personal,Less Important,30,Tuesday,7:30,8:00,user1
1630,Learn a new language,Education,Important,60,Monday,20:00,21:00,user1
2998,Evening walk,Personal,Normal,60,Friday,19:30,20:30,user1
2654,Edit a short video,Personal,Normal,45,Thursday,18:00,18:45,user1
152,Check social media,Personal,Normal,15,Monday,8:15,8:30,user1
2757,Practice a new language,Education,Important,45,Monday,11:45,12:30,user1
23,Write report,Work,Important,90,Tuesday,10:45,12:15,user1
2625,Sketch a design,Personal,Normal,30,Monday,15:30,16:00,user1
1572,Yoga,Work,Important,16,Tuesday,20:00,20:16,user1
638,Clean the house,Personal,Normal,60,Wednesday,9:15,10:15,user1
2531,Paint a picture,Personal,Normal,45,Sunday,18:45,19:30,user1
2090,Attend a birthday party,Personal,Less Important,45,Thursday,21:00,21:45,user1
760,Call a friend,Personal,Normal,20,Monday,13:30,13:50,user1
791,Organize the wardrobe,Personal,Normal,30,Wednesday,17:30,18:00,user1
2860,Chat with neighbors,Personal,Less Important,30,Sunday,18:45,19:15,user1
3223,Read research paper,Education,Important,45,Wednesday,18:15,19:00,user1
r8XG57Kz6mTx5JF39Kj5,listen music,Personal,Normal,30,Wednesday,12:10,12:40,AcggWN6cpMNmEhlgSKPVUc1Ylq32
rA86TOqkqAB8OmSEqEn0,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32
915,Watch a movie,Personal,Less Important,120,Monday,21:00,23:00,user1
2210,Coffee with a friend,Personal,Less Important,45,Wednesday,14:45,15:30,user1
816,Play games,Personal,Less Important,60,Monday,19:50,20:50,user1
245,Do homework,Education,Important,60,Wednesday,18:00,19:00,user1
rCjlsvSruExP6ecZxdRL,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32
1452,Wake up,Personal,Very Important,15,Monday,6:00,6:15,user1
1100,Drink coffee,Personal,Normal,15,Tuesday,7:30,7:45,user1
1951,Listen to music,Personal,Less Important,60,Sunday,20:45,21:45,user1
1902,Join online group chat,Personal,Less Important,60,Sunday,21:30,22:30,user1
3012,Take notes from an eBook,Education,Important,30,Sunday,20:30,21:00,user1
2236,Strategy discussion,Work,Important,45,Monday,10:00,10:45,user1
1400,Drink coffee,Personal,Normal,15,Tuesday,7:30,7:45,user1
785,Read a book,Personal,Normal,30,Wednesday,7:15,7:45,user1
1638,Research healthy recipes,Personal,Normal,60,Tuesday,11:00,12:00,user1
1455,Water plants,Personal,Normal,15,Saturday,6:35,6:50,user1
1379,Clean the kitchen,Personal,Normal,30,Tuesday,17:00,17:30,user1
119,Online fitness class,Personal,Less Important,45,Thursday,18:30,19:15,user1
1304,Virtual networking event,Work,Normal,90,Wednesday,19:00,20:30,user1
85,Reading,Personal,Very Important,104,Monday,15:00,16:44,user1
1892,Make a scrapbook,Personal,Normal,60,Monday,18:30,19:30,user1
2856,Take online quiz,Education,More Important,45,Monday,20:45,21:30,user1
56,Coding Session,Personal,Normal,100,Sunday,20:00,21:40,user1
1432,Study online,Education,Very Important,60,Sunday,14:30,15:30,user1
163,Cook dinner,Personal,Normal,45,Monday,18:00,18:45,user1
1009,Clean out old files,Work,Normal,60,Monday,16:30,17:30,user1
1162,Take a break,Personal,Less Important,10,Wednesday,9:45,9:55,user1
826,Garden,Personal,Normal,60,Friday,16:30,17:30,user1
3150,Respond to work emails,Work,More Important,30,Friday,16:15,16:45,user1
2174,Plan weekend gathering,Personal,Less Important,45,Sunday,14:45,15:30,user1
1529,Cooking,Personal,Normal,60,Monday,12:15,13:15,user1
rcoVb35nWIzC6RVP1U3Q,take pill,Personal,Less Important,5,Thursday,23:03,23:08,AcggWN6cpMNmEhlgSKPVUc1Ylq32
452,Check social media,Personal,Normal,15,Monday,8:15,8:30,user1
reAfQ01gCtGULUNjuPso,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32
681,Yoga,Personal,Less Important,87,Thursday,21:00,22:27,user1
1125,Play sports,Personal,Normal,60,Thursday,17:30,18:30,user1
814,Listen to music,Personal,Less Important,30,Friday,13:50,14:20,user1
1685,Read a book,Personal,Normal,30,Wednesday,7:15,7:45,user1
2878,Read a technical article,Education,Important,60,Wednesday,12:30,13:30,user1
1064,Eat dinner,Personal,Normal,30,Monday,18:45,19:15,user1
2047,Write a blog post,Personal,Normal,30,Friday,17:45,18:15,user1
1050,Take a shower,Personal,Normal,20,Monday,7:05,7:25,user1
635,Work group meeting,Work,Very Important,60,Sunday,11:15,12:15,user1
2719,Stream live concert,Personal,Less Important,60,Monday,21:45,22:45,user1
2393,Test new software features,Work,More Important,45,Tuesday,12:00,12:45,user1
2792,Learn Python,Education,Important,60,Saturday,12:45,13:45,user1
643,Write report,Work,Important,90,Monday,10:45,12:15,user1
2466,Design a presentation,Work,More Important,60,Monday,9:30,10:30,user1
3033,Dust shelves,Personal,Normal,60,Saturday,10:30,11:30,user1
1469,Talk to family,Personal,Normal,20,Wednesday,17:30,17:50,user1
2658,Mail documents,Personal,More Important,45,Thursday,14:45,15:30,user1
2086,Mail documents,Personal,More Important,45,Monday,15:45,16:30,user1
2183,Online course session,Education,Important,60,Thursday,10:45,11:45,user1
2813,Call family,Personal,Less Important,45,Friday,19:15,20:00,user1
930,Learn programming,Education,Very Important,90,Tuesday,19:15,20:45,user1
827,Take care of plants,Personal,Normal,30,Saturday,14:00,14:30,user1
2828,Take online quiz,Education,More Important,60,Saturday,17:30,18:30,user1
1870,Hang out at a cafe,Personal,Less Important,60,Monday,16:00,17:00,user1
1721,Organize work,Work,Important,60,Sunday,10:30,11:30,user1
3245,Update project status,Work,More Important,30,Thursday,11:15,11:45,user1
