TaskID,TaskName,Type,Duration,Importance,DayOfWeek,StartTime,EndTime
1315,Watch a TED Talk,Education,30,Normal,Sunday,19:00,19:30
1316,Learn new software,Education,120,Important,Monday,9:00,11:00
1317,Donate old clothes,Personal,60,Normal,Tuesday,16:00,17:00
1318,Organize a photo album,Personal,60,Normal,Wednesday,20:00,21:00
1319,Online fitness class,Personal,45,Less Important,Thursday,18:30,19:15
1320,Meal prep for the week,Personal,90,Normal,Friday,17:30,19:00
1321,Call a relative,Personal,30,Normal,Saturday,10:30,11:00
1322,Sketch a design,Personal,90,Normal,Sunday,14:00,15:30
1323,Research a topic of interest,Education,90,Important,Monday,15:00,16:30
1324,Organize workspace,Work,60,Important,Tuesday,13:00,14:00
1325,Meditation session,Personal,20,Less Important,Wednesday,6:00,6:20
1326,Plan a team outing,Work,60,Important,Thursday,17:00,18:00
1327,Attend a yoga retreat,Personal,120,Important,Friday,8:00,10:00
1328,Write a short story,Personal,90,Normal,Saturday,19:00,20:30
1329,Practice a musical instrument,Personal,60,Normal,Sunday,17:30,18:30
1330,Learn a new language,Education,60,Important,Monday,20:00,21:00
1331,Morning stretch,Personal,15,Less Important,Tuesday,6:30,6:45
1332,Review monthly budget,Personal,45,Important,Wednesday,19:30,20:15
1333,Visit a museum,Personal,120,Normal,Thursday,10:00,12:00
1334,Host a podcast episode,Personal,60,Normal,Friday,20:00,21:00
1335,Back up important data,Work,30,Important,Saturday,9:00,9:30
1336,Update LinkedIn profile,Work,45,Important,Sunday,12:00,12:45
1337,Paint a canvas,Personal,90,Normal,Monday,17:00,18:30
1338,Research healthy recipes,Personal,60,Normal,Tuesday,11:00,12:00
1339,Weekly team sync-up,Work,60,Very Important,Wednesday,15:00,16:00
1340,Attend a coding hackathon,Education,240,Very Important,Thursday,14:00,18:00
1341,Play board games with family,Personal,90,Normal,Friday,19:30,21:00
1342,Walk a pet,Personal,30,Normal,Saturday,8:00,8:30
1343,Visit the library,Education,60,Normal,Sunday,14:30,15:30
1344,Complete a crossword puzzle,Personal,30,Normal,Monday,21:00,21:30
1345,Join a webinar on AI,Education,120,Very Important,Tuesday,10:00,12:00
1346,Plan a creative project,Personal,60,Normal,Wednesday,18:00,19:00
1347,Organize email inbox,Work,30,Normal,Thursday,9:00,9:30
1348,Relax with an audiobook,Personal,60,Normal,Friday,21:00,22:00
1349,Brush teeth,Personal,5,Normal,Monday,7:00,7:05
1350,Take a shower,Personal,20,Normal,Monday,7:05,7:25
1351,Make breakfast,Personal,30,Normal,Monday,7:30,8:00
1352,Check social media,Personal,15,Normal,Monday,8:15,8:30
1353,Go to work,Work,60,Very Important,Monday,8:30,9:30
1354,Drive to work,Work,30,Normal,Saturday,9:30,10:00
1355,Morning coffee break,Personal,15,Normal,Saturday,10:00,10:15
1356,Organize desk,Work,10,Normal,Monday,10:15,10:25
1357,Take a short walk,Personal,10,Less Important,Monday,12:00,12:10
1358,Have lunch,Personal,45,Normal,Monday,12:15,13:00
1359,Check and reply to messages,Work,15,Normal,Monday,13:00,13:15
1360,Call a friend,Personal,20,Normal,Monday,13:30,13:50
1361,Check work emails,Work,20,Normal,Monday,14:00,14:20
1362,Do the laundry,Personal,30,Normal,Monday,14:30,15:00
1363,Cook dinner,Personal,45,Normal,Monday,18:00,18:45
1364,Eat dinner,Personal,30,Normal,Monday,18:45,19:15
1365,Wash dishes,Personal,15,Normal,Monday,19:30,19:45
1366,Watch TV,Personal,60,Normal,Monday,20:00,21:00
1367,Take a walk after dinner,Personal,20,Less Important,Monday,21:15,21:35
1368,Meditate,Personal,10,Less Important,Monday,21:40,21:50
1369,Read the news,Personal,20,Normal,Tuesday,7:00,7:20
1370,Make a to-do list for the day,Personal,10,Normal,Saturday,7:20,7:30
1371,Water the plants,Personal,10,Normal,Saturday,7:30,7:40
1372,Drop kids off at school,Personal,30,Normal,Tuesday,8:00,8:30
1373,Drive to work,Work,30,Normal,Tuesday,8:30,9:00
1374,Grocery shopping,Personal,60,Normal,Sunday,10:00,11:00
1375,Respond to customer queries,Work,30,Normal,Monday,11:00,11:30
1376,Take a quick break,Personal,10,Normal,Tuesday,15:00,15:10
1377,Pick up kids from school,Personal,30,Normal,Wednesday,16:00,16:30
1378,Check bank statements,Personal,15,Normal,Tuesday,16:30,16:45
1379,Clean the kitchen,Personal,30,Normal,Tuesday,17:00,17:30
1380,Clean the bathroom,Personal,30,Normal,Tuesday,18:00,18:30
1381,Call family members,Personal,15,Normal,Tuesday,19:00,19:15
1382,Check work updates,Work,20,Normal,Tuesday,20:00,20:20
1383,Plan a weekend trip,Personal,30,Normal,Tuesday,20:30,21:00
1384,Have a cup of tea,Personal,15,Normal,Wednesday,7:00,7:15
1385,Read a book,Personal,30,Normal,Wednesday,7:15,7:45
1386,Clean the living room,Personal,30,Normal,Wednesday,10:00,10:30
1387,Listen to music,Personal,30,Normal,Wednesday,12:00,12:30
1388,Call a colleague for a quick check-in,Work,10,Normal,Wednesday,14:00,14:10
1389,Make a list of groceries,Personal,10,Normal,Wednesday,16:00,16:10
1390,Take a nap,Personal,30,Less Important,Wednesday,16:30,17:00
1391,Organize the wardrobe,Personal,30,Normal,Wednesday,17:30,18:00
1392,Try a new recipe,Personal,45,Normal,Wednesday,18:30,19:15
1393,Reply to personal messages,Personal,15,Normal,Wednesday,19:30,19:45
1394,Take a hot bath,Personal,30,Normal,Wednesday,20:00,20:30
1395,Do some light stretching,Personal,10,Normal,Thursday,6:30,6:40
1396,Take a morning walk,Personal,20,Normal,Thursday,7:00,7:20
1397,Pack lunch,Personal,15,Normal,Thursday,7:30,7:45
1398,Make phone calls for work,Work,30,Normal,Thursday,9:00,9:30
1399,Have breakfast,Personal,30,Normal,Tuesday,7:00,7:30
1400,Drink coffee,Personal,15,Normal,Tuesday,7:30,7:45
1401,Browse social media,Personal,15,Less Important,Tuesday,7:45,8:00
1402,Check emails,Work,15,Normal,Wednesday,8:00,8:15
1403,Read the news,Personal,20,Normal,Wednesday,8:15,8:35
1404,Exercise,Personal,45,Important,Wednesday,8:35,9:20
1405,Go to work,Work,60,Very Important,Wednesday,9:30,10:30
1406,Meet friends,Personal,90,Normal,Wednesday,17:00,18:30
1407,Go shopping,Personal,60,Normal,Thursday,16:00,17:00
1408,Do housework,Personal,45,Normal,Thursday,18:00,18:45
1409,Cook,Personal,60,Normal,Thursday,18:45,19:45
1410,Have lunch,Personal,60,Normal,Thursday,12:00,13:00
1411,Rest,Personal,30,Less Important,Tuesday,13:00,13:30
1412,Take a shower,Personal,20,Normal,Wednesday,13:30,13:50
1413,Watch a movie,Personal,120,Normal,Thursday,20:00,22:00
1414,Listen to music,Personal,30,Less Important,Friday,13:50,14:20
1415,Go for a walk,Personal,30,Normal,Monday,14:20,14:50
1416,Play games,Personal,60,Less Important,Monday,19:50,20:50
1417,Read a book,Personal,60,Normal,Monday,22:00,23:00
1418,Write a journal,Personal,20,Normal,Monday,23:00,23:20
1419,Send a message,Personal,10,Less Important,Monday,23:20,23:30
1420,Make a phone call,Personal,20,Normal,Saturday,15:00,15:20
1421,Organize work,Work,60,Important,Sunday,10:30,11:30
1422,Clean the room,Personal,30,Normal,Monday,11:30,12:00
1423,Plan for tomorrow,Work,20,Important,Tuesday,22:00,22:20
1424,Sunbathe,Personal,30,Less Important,Wednesday,16:00,16:30
1425,Play sports,Personal,60,Normal,Thursday,17:30,18:30
1426,Garden,Personal,60,Normal,Friday,16:30,17:30
1427,Take care of plants,Personal,30,Normal,Saturday,14:00,14:30
1428,Cook dinner,Personal,60,Normal,Sunday,19:45,20:45
1429,Clean the kitchen,Personal,30,Normal,Monday,20:45,21:15
1430,Tidy up the house,Personal,30,Normal,Monday,21:15,21:45
1431,Go to bed early,Personal,60,Very Important,Sunday,23:30,24:30:00
1432,Study online,Education,60,Very Important,Sunday,14:30,15:30
1433,Post on a blog,Personal,30,Less Important,Sunday,14:30,15:00
1434,Do crafts,Personal,60,Less Important,Sunday,16:30,17:30
1435,Repair things,Personal,60,Normal,Sunday,15:00,16:00
1436,Take photos,Personal,30,Less Important,Sunday,17:00,17:30
1437,Compose music,Personal,60,Normal,Sunday,15:30,16:30
1438,Visit family,Personal,120,Normal,Sunday,14:00,16:00
1439,Play with pets,Personal,30,Normal,Saturday,14:50,15:20
1440,Work in a team,Work,120,Very Important,Saturday,10:30,12:30
1441,Play outdoor sports,Personal,90,Normal,Sunday,16:00,17:30
1442,Attend a party,Social,180,Less Important,Saturday,18:30,21:30
1443,Practice yoga,Personal,30,Normal,Saturday,6:00,6:30
1444,Go jogging,Personal,30,Normal,Wednesday,6:30,7:00
1445,Do homework,Education,60,Important,Wednesday,18:00,19:00
1446,Attend a seminar,Education,120,Very Important,Thursday,9:00,11:00
1447,Update personal profiles,Personal,15,Less Important,Thursday,13:00,13:15
1448,Handle paperwork,Work,30,Normal,Friday,13:15,13:45
1449,Shop online,Personal,60,Normal,Saturday,12:00,13:00
1450,Learn a new skill,Education,60,Important,Sunday,16:30,17:30
1451,Watch a livestream,Personal,60,Less Important,Monday,19:00,20:00
1452,Wake up,Personal,15,Very Important,Monday,6:00,6:15
1453,Stretch,Personal,10,Normal,Sunday,6:15,6:25
1454,Make bed,Personal,10,Normal,Sunday,6:25,6:35
1455,Water plants,Personal,15,Normal,Saturday,6:35,6:50
1456,Brush teeth,Personal,5,Normal,Saturday,6:50,6:55
1457,Pack bag,Personal,10,Normal,Friday,7:00,7:10
1458,Take vitamins,Personal,5,Normal,Saturday,7:10,7:15
1459,Make lunch,Personal,30,Normal,Sunday,12:00,12:30
1460,Check weather,Personal,5,Less Important,Monday,6:00,6:05
1461,Organize desk,Work,15,Normal,Tuesday,8:30,8:45
1462,Take a break,Personal,10,Less Important,Wednesday,9:45,9:55
1463,Walk to the bus stop,Personal,10,Normal,Thursday,7:30,7:40
1464,Reply to messages,Personal,15,Normal,Friday,15:00,15:15
1465,Buy groceries,Personal,60,Normal,Saturday,10:00,11:00
1466,Do laundry,Personal,60,Normal,Sunday,15:00,16:00
1467,Take a nap,Personal,20,Less Important,Monday,13:00,13:20
1468,Drink water,Personal,5,Normal,Tuesday,10:00,10:05
1469,Talk to family,Personal,20,Normal,Wednesday,17:30,17:50
1470,Check social media,Personal,10,Less Important,Thursday,15:30,15:40
1471,Clear notifications,Personal,5,Less Important,Friday,15:40,15:45
1472,Walk the dog,Personal,30,Normal,Saturday,16:00,16:30
1473,Make smoothie,Personal,10,Less Important,Thursday,8:00,8:10
1474,Check calendar,Work,10,Normal,Friday,8:15,8:25
1475,Meditate,Personal,15,Normal,Saturday,6:40,6:55
1476,Write to-do list,Work,10,Normal,Sunday,8:45,8:55
1477,Pick up mail,Personal,10,Less Important,Monday,17:00,17:10
1478,Read a blog,Personal,15,Less Important,Tuesday,10:15,10:30
1479,Call a friend,Personal,20,Normal,Wednesday,18:00,18:20
1480,Go for a bike ride,Personal,30,Less Important,Thursday,17:00,17:30
1481,Watch TV series,Personal,60,Normal,Friday,21:00,22:00
1482,Do a puzzle,Personal,30,Less Important,Saturday,16:30,17:00
1483,Write a letter,Personal,30,Less Important,Sunday,18:30,19:00
1484,Wash dishes,Personal,20,Normal,Monday,19:45,20:05
1485,Set alarms,Personal,5,Normal,Tuesday,22:30,22:35
1486,Organize photos,Personal,30,Less Important,Wednesday,14:00,14:30
1487,Take a power nap,Personal,20,Less Important,Thursday,14:00,14:20
1488,Send postcards,Personal,20,Less Important,Monday,12:30,12:50
1489,Meet new people,Social,60,Normal,Tuesday,15:00,16:00
1490,Attend a webinar,Education,60,Important,Wednesday,19:00,20:00
1491,Plan a trip,Personal,90,Important,Thursday,14:00,15:30
1492,Organize documents,Work,30,Normal,Friday,11:00,11:30
1493,Read a magazine,Personal,20,Less Important,Saturday,15:00,15:20
1494,Have a meeting,Work,60,Very Important,Thursday,9:00,10:00
1495,Pay bills,Personal,30,Important,Friday,18:00,18:30
1496,Go to a fitness class,Personal,60,Normal,Saturday,19:00,20:00
1497,Write a poem,Personal,30,Less Important,Sunday,18:30,19:00
1498,Take a coffee break,Personal,10,Normal,Monday,10:30,10:40
1499,Take a deep breath,Personal,5,Normal,Tuesday,8:40,8:45
1500,Research a topic,Education,30,Important,Monday,15:30,16:00
1501,Meeting with client,Work,60,Very Important,Monday,9:00,10:00
1502,Go to the supermarket,Personal,30,Normal,Tuesday,16:00,16:30
1503,Exercise,Personal,45,Less Important,Wednesday,6:30,7:15
1504,Write report,Work,90,Important,Thursday,10:30,12:00
1505,Read a book,Personal,60,Normal,Friday,20:00,21:00
1506,Hang out with friends,Personal,120,Normal,Saturday,18:00,20:00
1507,Teamwork,Work,120,Very Important,Sunday,14:00,16:00
1508,Plan for the new week,Work,45,Important,Monday,8:00,8:45
1509,Jogging,Personal,30,Less Important,Tuesday,7:30,8:00
1510,Cooking,Personal,60,Normal,Wednesday,12:00,13:00
1511,Learn programming,Education,90,Very Important,Thursday,19:00,20:30
1512,Yoga practice,Personal,30,Normal,Friday,6:00,6:30
1513,Check email,Work,15,Normal,Saturday,8:45,9:00
1514,Learn English,Education,60,Important,Sunday,15:00,16:00
1515,Watch a movie,Personal,120,Less Important,Monday,21:00,23:00
1516,Work group meeting,Work,60,Very Important,Tuesday,11:00,12:00
1517,Write a diary,Personal,30,Normal,Wednesday,22:30,23:00
1518,Prepare lecture,Work,90,Important,Thursday,13:30,15:00
1519,Clean the house,Personal,60,Normal,Friday,9:00,10:00
1520,Listen to podcast,Personal,30,Normal,Saturday,20:30,21:00
1521,Go to the supermarket,Personal,30,Normal,Sunday,16:15,16:45
1522,Exercise,Personal,45,Less Important,Monday,6:45,7:30
1523,Write report,Work,90,Important,Tuesday,10:45,12:15
1524,Read a book,Personal,60,Normal,Wednesday,20:15,21:15
1525,Hang out with friends,Personal,120,Normal,Thursday,18:15,20:15
1526,Teamwork,Work,120,Very Important,Friday,14:15,16:15
1527,Plan for the new week,Work,45,Important,Saturday,8:00,8:15
1528,Jogging,Personal,30,Less Important,Sunday,7:45,8:15
1529,Cooking,Personal,60,Normal,Monday,12:15,13:15
1530,Learn programming,Education,90,Very Important,Tuesday,19:15,20:45
1531,Yoga practice,Personal,30,Normal,Wednesday,6:15,6:45
1532,Check email,Work,15,Normal,Thursday,8:00,9:15
1533,Learn English,Education,60,Important,Friday,15:15,16:15
1534,Watch a movie,Personal,120,Less Important,Saturday,21:15,23:15
1535,Work group meeting,Work,60,Very Important,Sunday,11:15,12:15
1536,Write a diary,Personal,30,Normal,Monday,22:45,23:15
1537,Prepare lecture,Work,90,Important,Tuesday,13:45,15:15
1538,Clean the house,Personal,60,Normal,Wednesday,9:15,10:15
1539,Listen to podcast,Personal,30,Normal,Thursday,20:45,21:15
1540,Meeting with client,Work,60,Very Important,Friday,9:15,10:15
1541,Go to the supermarket,Personal,30,Normal,Saturday,16:15,16:45
1542,Exercise,Personal,45,Less Important,Sunday,6:45,7:30
1543,Write report,Work,90,Important,Monday,10:45,12:15
1544,Read a book,Personal,60,Normal,Tuesday,20:15,21:15
1545,Hang out with friends,Personal,120,Normal,Wednesday,18:15,20:15
1546,Teamwork,Work,120,Very Important,Thursday,14:15,16:15
1547,Plan for the new week,Work,45,Important,Friday,8:15,8:00
1548,Jogging,Personal,30,Less Important,Saturday,7:45,8:15
1549,Cooking,Personal,60,Normal,Sunday,12:15,13:15
1550,Learn programming,Education,90,Very Important,Monday,19:15,20:45
1551,Meditation,Personal,20,Normal,Monday,6:00,6:20
1552,Team brainstorming session,Work,90,Very Important,Tuesday,10:00,11:30
1553,Gardening,Personal,45,Normal,Wednesday,7:30,8:15
1554,Online workshop,Education,120,Important,Thursday,15:00,17:00
1555,Family dinner,Personal,90,Important,Friday,19:00,20:30
1556,Coding Session,Personal,100,Normal,Sunday,20:00,21:40
1557,Email Responses,Personal,69,Very Important,Monday,14:00,15:09
1558,Yoga,Work,46,Very Important,Tuesday,19:00,19:46
1559,Coding Session,Personal,68,Normal,Wednesday,7:00,8:08
1560,Reading,Personal,24,Less Important,Thursday,20:00,20:24
1561,Grocery Shopping,Personal,15,Very Important,Friday,22:00,22:15
1562,Meeting,Personal,61,Important,Saturday,6:00,7:01
1563,Yoga,Personal,22,Important,Sunday,13:00,13:22
1564,Coding Session,Personal,89,Very Important,Monday,7:00,8:29
1565,Writing,Personal,79,Very Important,Tuesday,2:00,3:19
1566,Writing,Personal,21,Very Important,Wednesday,2:00,2:21
1567,Yoga,Personal,63,Very Important,Thursday,10:00,11:03
1568,Email Responses,Personal,111,Normal,Friday,7:00,8:51
1569,Reading,Personal,82,Less Important,Saturday,5:00,6:22
1570,Grocery Shopping,Personal,35,Important,Sunday,21:00,21:35
1571,Writing,Work,70,Less Important,Monday,18:00,19:10
1572,Yoga,Work,16,Important,Tuesday,20:00,20:16
1573,Grocery Shopping,Personal,66,Important,Wednesday,1:00,2:06
1574,Email Responses,Personal,83,Normal,Thursday,23:00,0:23
1575,Grocery Shopping,Work,43,Very Important,Friday,7:00,7:43
1576,Reading,Personal,64,Normal,Saturday,10:00,11:04
1577,Meeting,Personal,67,Important,Sunday,12:00,13:07
1578,Grocery Shopping,Work,65,Very Important,Monday,18:00,19:05
1579,Meeting,Work,102,Normal,Tuesday,11:00,12:42
1580,Meeting,Work,95,Normal,Wednesday,16:00,17:35
1581,Yoga,Personal,87,Less Important,Thursday,21:00,22:27
1582,Meeting,Work,86,Less Important,Friday,4:00,5:26
1583,Yoga,Personal,112,Important,Saturday,21:00,22:52
1584,Email Responses,Personal,23,Less Important,Sunday,16:00,16:23
1585,Reading,Personal,104,Very Important,Monday,15:00,16:44
1586,Coding Session,Work,116,Very Important,Tuesday,9:00,10:56
1587,Writing,Work,18,Important,Wednesday,9:00,9:18
1588,Reading,Personal,81,Normal,Thursday,13:00,14:21
1589,Coding Session,Work,15,Important,Friday,18:00,18:15
1590,Coding Session,Personal,16,Normal,Saturday,16:00,16:16
1591,Grocery Shopping,Personal,101,Important,Sunday,6:00,7:41
1592,Grocery Shopping,Work,41,Very Important,Monday,14:00,14:41
1593,Coding Session,Personal,108,Very Important,Tuesday,7:00,8:48
1594,Reading,Work,103,Important,Wednesday,0:00,1:43
1595,Meeting,Work,82,Very Important,Thursday,20:00,21:22
1596,Meeting,Personal,51,Less Important,Friday,21:00,21:51
1597,Grocery Shopping,Personal,101,Important,Saturday,9:00,10:41
1598,Grocery Shopping,Personal,50,Important,Sunday,1:00,1:50
1599,Meeting,Work,95,Normal,Monday,23:00,0:35
1600,Take an online quiz,Education,30,Normal,Monday,17:30,18:00
1601,Volunteer at a shelter,Personal,120,Important,Sunday,10:00,12:00
1602,Attend a seminar on technology trends,Education,120,Very Important,Monday,14:00,16:00
1603,Prepare slides for a presentation,Work,90,Important,Tuesday,9:00,10:30
1604,Virtual networking event,Work,90,Normal,Wednesday,19:00,20:30
1605,Take a long walk,Personal,45,Less Important,Thursday,7:30,8:15
1606,Create a new recipe,Personal,90,Normal,Friday,18:00,19:30
1607,Attend a book club meeting,Personal,90,Important,Saturday,17:00,18:30
1608,Host a movie night,Personal,150,Normal,Sunday,20:00,22:30
1609,Clean out old files,Work,60,Normal,Monday,16:30,17:30
1610,Research new skills to learn,Education,90,Important,Tuesday,14:00,15:30
1611,Morning journaling,Personal,30,Normal,Wednesday,6:30,7:00
1612,Water the garden,Personal,30,Less Important,Thursday,8:00,8:30
1613,Team status update,Work,60,Very Important,Friday,11:00,12:00
1614,Weekend getaway planning,Personal,90,Normal,Saturday,15:00,16:30
1615,Watch a TED Talk,Education,30,Normal,Sunday,19:00,19:30
1616,Learn new software,Education,120,Important,Monday,9:00,11:00
1617,Donate old clothes,Personal,60,Normal,Tuesday,16:00,17:00
1618,Organize a photo album,Personal,60,Normal,Wednesday,20:00,21:00
1619,Online fitness class,Personal,45,Less Important,Thursday,18:30,19:15
1620,Meal prep for the week,Personal,90,Normal,Friday,17:30,19:00
1621,Call a relative,Personal,30,Normal,Saturday,10:30,11:00
1622,Sketch a design,Personal,90,Normal,Sunday,14:00,15:30
1623,Research a topic of interest,Education,90,Important,Monday,15:00,16:30
1624,Organize workspace,Work,60,Important,Tuesday,13:00,14:00
1625,Meditation session,Personal,20,Less Important,Wednesday,6:00,6:20
1626,Plan a team outing,Work,60,Important,Thursday,17:00,18:00
1627,Attend a yoga retreat,Personal,120,Important,Friday,8:00,10:00
1628,Write a short story,Personal,90,Normal,Saturday,19:00,20:30
1629,Practice a musical instrument,Personal,60,Normal,Sunday,17:30,18:30
1630,Learn a new language,Education,60,Important,Monday,20:00,21:00
1631,Morning stretch,Personal,15,Less Important,Tuesday,6:30,6:45
1632,Review monthly budget,Personal,45,Important,Wednesday,19:30,20:15
1633,Visit a museum,Personal,120,Normal,Thursday,10:00,12:00
1634,Host a podcast episode,Personal,60,Normal,Friday,20:00,21:00
1635,Back up important data,Work,30,Important,Saturday,9:00,9:30
1636,Update LinkedIn profile,Work,45,Important,Sunday,12:00,12:45
1637,Paint a canvas,Personal,90,Normal,Monday,17:00,18:30
1638,Research healthy recipes,Personal,60,Normal,Tuesday,11:00,12:00
1639,Weekly team sync-up,Work,60,Very Important,Wednesday,15:00,16:00
1640,Attend a coding hackathon,Education,240,Very Important,Thursday,14:00,18:00
1641,Play board games with family,Personal,90,Normal,Friday,19:30,21:00
1642,Walk a pet,Personal,30,Normal,Saturday,8:00,8:30
1643,Visit the library,Education,60,Normal,Sunday,14:30,15:30
1644,Complete a crossword puzzle,Personal,30,Normal,Monday,21:00,21:30
1645,Join a webinar on AI,Education,120,Very Important,Tuesday,10:00,12:00
1646,Plan a creative project,Personal,60,Normal,Wednesday,18:00,19:00
1647,Organize email inbox,Work,30,Normal,Thursday,9:00,9:30
1648,Relax with an audiobook,Personal,60,Normal,Friday,21:00,22:00
1649,Brush teeth,Personal,5,Normal,Monday,7:00,7:05
1650,Take a shower,Personal,20,Normal,Monday,7:05,7:25
1651,Make breakfast,Personal,30,Normal,Monday,7:30,8:00
1652,Check social media,Personal,15,Normal,Monday,8:15,8:30
1653,Go to work,Work,60,Very Important,Monday,8:30,9:30
1654,Drive to work,Work,30,Normal,Saturday,9:30,10:00
1655,Morning coffee break,Personal,15,Normal,Saturday,10:00,10:15
1656,Organize desk,Work,10,Normal,Monday,10:15,10:25
1657,Take a short walk,Personal,10,Less Important,Monday,12:00,12:10
1658,Have lunch,Personal,45,Normal,Monday,12:15,13:00
1659,Check and reply to messages,Work,15,Normal,Monday,13:00,13:15
1660,Call a friend,Personal,20,Normal,Monday,13:30,13:50
1661,Check work emails,Work,20,Normal,Monday,14:00,14:20
1662,Do the laundry,Personal,30,Normal,Monday,14:30,15:00
1663,Cook dinner,Personal,45,Normal,Monday,18:00,18:45
1664,Eat dinner,Personal,30,Normal,Monday,18:45,19:15
1665,Wash dishes,Personal,15,Normal,Monday,19:30,19:45
1666,Watch TV,Personal,60,Normal,Monday,20:00,21:00
1667,Take a walk after dinner,Personal,20,Less Important,Monday,21:15,21:35
1668,Meditate,Personal,10,Less Important,Monday,21:40,21:50
1669,Read the news,Personal,20,Normal,Tuesday,7:00,7:20
1670,Make a to-do list for the day,Personal,10,Normal,Saturday,7:20,7:30
1671,Water the plants,Personal,10,Normal,Saturday,7:30,7:40
1672,Drop kids off at school,Personal,30,Normal,Tuesday,8:00,8:30
1673,Drive to work,Work,30,Normal,Tuesday,8:30,9:00
1674,Grocery shopping,Personal,60,Normal,Sunday,10:00,11:00
1675,Respond to customer queries,Work,30,Normal,Monday,11:00,11:30
1676,Take a quick break,Personal,10,Normal,Tuesday,15:00,15:10
1677,Pick up kids from school,Personal,30,Normal,Wednesday,16:00,16:30
1678,Check bank statements,Personal,15,Normal,Tuesday,16:30,16:45
1679,Clean the kitchen,Personal,30,Normal,Tuesday,17:00,17:30
1680,Clean the bathroom,Personal,30,Normal,Tuesday,18:00,18:30
1681,Call family members,Personal,15,Normal,Tuesday,19:00,19:15
1682,Check work updates,Work,20,Normal,Tuesday,20:00,20:20
1683,Plan a weekend trip,Personal,30,Normal,Tuesday,20:30,21:00
1684,Have a cup of tea,Personal,15,Normal,Wednesday,7:00,7:15
1685,Read a book,Personal,30,Normal,Wednesday,7:15,7:45
1686,Clean the living room,Personal,30,Normal,Wednesday,10:00,10:30
1687,Listen to music,Personal,30,Normal,Wednesday,12:00,12:30
1688,Call a colleague for a quick check-in,Work,10,Normal,Wednesday,14:00,14:10
1689,Make a list of groceries,Personal,10,Normal,Wednesday,16:00,16:10
1690,Take a nap,Personal,30,Less Important,Wednesday,16:30,17:00
1691,Organize the wardrobe,Personal,30,Normal,Wednesday,17:30,18:00
1692,Try a new recipe,Personal,45,Normal,Wednesday,18:30,19:15
1693,Reply to personal messages,Personal,15,Normal,Wednesday,19:30,19:45
1694,Take a hot bath,Personal,30,Normal,Wednesday,20:00,20:30
1695,Do some light stretching,Personal,10,Normal,Thursday,6:30,6:40
1696,Take a morning walk,Personal,20,Normal,Thursday,7:00,7:20
1697,Pack lunch,Personal,15,Normal,Thursday,7:30,7:45
1698,Make phone calls for work,Work,30,Normal,Thursday,9:00,9:30
1699,Have breakfast,Personal,30,Normal,Tuesday,7:00,7:30
1700,Drink coffee,Personal,15,Normal,Tuesday,7:30,7:45
1701,Browse social media,Personal,15,Less Important,Tuesday,7:45,8:00
1702,Check emails,Work,15,Normal,Wednesday,8:00,8:15
1703,Read the news,Personal,20,Normal,Wednesday,8:15,8:35
1704,Exercise,Personal,45,Important,Wednesday,8:35,9:20
1705,Go to work,Work,60,Very Important,Wednesday,9:30,10:30
1706,Meet friends,Personal,90,Normal,Wednesday,17:00,18:30
1707,Go shopping,Personal,60,Normal,Thursday,16:00,17:00
1708,Do housework,Personal,45,Normal,Thursday,18:00,18:45
1709,Cook,Personal,60,Normal,Thursday,18:45,19:45
1710,Have lunch,Personal,60,Normal,Thursday,12:00,13:00
1711,Rest,Personal,30,Less Important,Tuesday,13:00,13:30
1712,Take a shower,Personal,20,Normal,Wednesday,13:30,13:50
1713,Watch a movie,Personal,120,Normal,Thursday,20:00,22:00
1714,Listen to music,Personal,30,Less Important,Friday,13:50,14:20
1715,Go for a walk,Personal,30,Normal,Monday,14:20,14:50
1716,Play games,Personal,60,Less Important,Monday,19:50,20:50
1717,Read a book,Personal,60,Normal,Monday,22:00,23:00
1718,Write a journal,Personal,20,Normal,Monday,23:00,23:20
1719,Send a message,Personal,10,Less Important,Monday,23:20,23:30
1720,Make a phone call,Personal,20,Normal,Saturday,15:00,15:20
1721,Organize work,Work,60,Important,Sunday,10:30,11:30
1722,Clean the room,Personal,30,Normal,Monday,11:30,12:00
1723,Plan for tomorrow,Work,20,Important,Tuesday,22:00,22:20
1724,Sunbathe,Personal,30,Less Important,Wednesday,16:00,16:30
1725,Play sports,Personal,60,Normal,Thursday,17:30,18:30
1726,Garden,Personal,60,Normal,Friday,16:30,17:30
1727,Take care of plants,Personal,30,Normal,Saturday,14:00,14:30
1728,Cook dinner,Personal,60,Normal,Sunday,19:45,20:45
1729,Clean the kitchen,Personal,30,Normal,Monday,20:45,21:15
1730,Tidy up the house,Personal,30,Normal,Monday,21:15,21:45
1731,Go to bed early,Personal,60,Very Important,Sunday,23:30,24:30:00
1732,Study online,Education,60,Very Important,Sunday,14:30,15:30
1733,Post on a blog,Personal,30,Less Important,Sunday,14:30,15:00
1734,Do crafts,Personal,60,Less Important,Sunday,16:30,17:30
1735,Repair things,Personal,60,Normal,Sunday,15:00,16:00
1736,Take photos,Personal,30,Less Important,Sunday,17:00,17:30
1737,Compose music,Personal,60,Normal,Sunday,15:30,16:30
1738,Visit family,Personal,120,Normal,Sunday,14:00,16:00
1739,Play with pets,Personal,30,Normal,Saturday,14:50,15:20
1740,Work in a team,Work,120,Very Important,Saturday,10:30,12:30
